73 11032 46122
12 2353 -325.049987793 26.9899902344
14 2353 -286.540008545 22.1699790955
23 2353 348.170013428 17.4099693298
25 2353 164.649993896 25.5800209045
27 2353 204.75 23.3099994659
8 2354 -129.649993896 6.95001220703
12 2354 -167.509994507 11.9000196457
32 2354 301.170013428 23.6500205994
33 2354 -263.799987793 24.0200195312
38 2354 -293.519989014 30.0399799347
40 2354 207.199996948 29.0999794006
41 2354 237.300003052 27.0399799347
47 2354 -328.040008545 32.3800010681
57 2354 122.209999084 31.7000102997
65 2354 90.0299987793 34.3499794006
8 2355 -150.440002441 5.76000976562
9 2355 -164.880004883 7.5
12 2355 -197.089996338 8.09002685547
14 2355 -179.910003662 7.55999803543
15 2355 -215.320007324 10.8699998856
17 2355 -265.820007324 16.6500205994
20 2355 -238.779998779 13.7600097656
25 2355 330.809997559 14.4699697495
27 2355 363.010009766 12.1500196457
31 2355 298.279998779 15.8599901199
32 2355 235.179992676 18.2000102997
33 2355 -331.390014648 22.5499897003
37 2355 266.950012207 18.5800209045
38 2355 -377.269989014 28.9099693298
40 2355 129.729995728 22.9400005341
41 2355 164.800003052 21.1900005341
44 2355 200.419998169 21.2299804688
46 2355 96.9899902344 22.8700008392
48 2355 64.0299987793 23.5100097656
57 2355 29.5300006866 24.7299804688
65 2355 -8.16000366211 27.1500205994
8 2356 223.979995728 6.27002000809
9 2356 234.289993286 8.67999267578
12 2356 258.859985352 10.6799898148
14 2356 246.509994507 9.39001464844
15 2356 272.070007324 12.2199697495
17 2356 303.019989014 18.4099693298
20 2356 286.5 15.5600004196
33 2356 342.160003662 22.9299907684
35 2356 321.209991455 20.0499897003
38 2356 368.070007324 26.9899902344
49 2356 -344.440002441 16.5700092316
52 2356 -308.950012207 18.75
53 2356 -266.480010986 22.7199707031
54 2356 -377.230010986 13.1799898148
55 2356 -242.580001831 24.3200092316
58 2356 -288.670013428 21.1200008392
59 2356 -216.229995728 27.25
61 2356 -361.299987793 15.4399995804
62 2356 -327.100006104 18.0399799347
66 2356 -152.190002441 32.4299888611
67 2356 -392.869995117 12.9099702835
68 2356 -186.38999939 29.5499897003
72 2356 -408.619995117 11.4399995804
8 2357 223.979995728 6.27002000809
9 2357 234.289993286 8.67999267578
12 2357 258.859985352 10.6799898148
14 2357 246.509994507 9.39001464844
15 2357 272.070007324 12.2199697495
20 2357 286.5 15.5600004196
35 2357 321.209991455 20.0499897003
49 2357 -344.440002441 16.5700092316
59 2357 -216.229995728 27.25
8 2358 -135.210006714 -2.72997999191
9 2358 -147.440002441 -1.71002197266
14 2358 -159.399993896 -1.45001196861
15 2358 -187.899993896 0.0599975585938
32 2358 295.920013428 4.42999315262
38 2358 -298.510009766 9.96002197266
40 2358 201 8.5
41 2358 232.570007324 6.89001512527
46 2358 172.380004883 8.07000732422
47 2358 -334.369995117 10.8499803543
56 2358 -375.730010986 14.3100004196
65 2358 81.700012207 11.5700101852
8 2359 -130.119995117 -2.69000196457
9 2359 -141.649993896 -1.51001000404
12 2359 -165.619995117 -0.570007324219
17 2359 -216.199996948 4.15002393723
31 2359 361.579986572 4.29998779297
32 2359 303.989990234 5.57000684738
33 2359 -262.470001221 5.59997606277
35 2359 -237.960006714 6.5
37 2359 333.089996338 6.80999803543
38 2359 -289.470001221 11.3699998856
40 2359 210.770004272 10.3100004196
44 2359 273.5 9.21997070312
46 2359 182.740005493 10.1599702835
47 2359 -323.230010986 12.5399799347
48 2359 155.229995728 10.9099702835
56 2359 -361.649993896 17
57 2359 126.160003662 11.2999897003
65 2359 94.3700027466 14.0700101852
8 2360 -110.760002136 -16.9899902344
14 2360 -127.980003357 -17.6099891663
8 2361 150.800003052 -17
12 2361 165.600006104 -17.5700092316
15 2361 170.949996948 -18.1699790955
17 2361 182.61000061 -17.3700008392
35 2361 188.880004883 -17.4899902344
47 2361 215.259994507 -18.1900005341
56 2361 228.789993286 -17.6699790955
59 2361 -411.570007324 -20.0800209045
66 2361 -354.290008545 -17.6799907684
68 2361 -383.929992676 -19.4799804688
69 2361 -291.920013428 -18.6599693298
8 2362 -117.959999084 -17.6599693298
9 2362 -128.36000061 -17.0200195312
12 2362 -148.259994507 -18.0599994659
32 2362 349.399993896 -23.1099891663
35 2362 -207.869995117 -16.9199790955
37 2362 374.850006104 -22.3499794006
38 2362 -246.949996948 -17.2299804688
41 2362 287.339996338 -21.4199790955
46 2362 234.570007324 -21.3499794006
47 2362 -274.869995117 -19.3300209045
70 2362 -331.609985352 -20.4799804688
8 2363 156.61000061 -51.0100097656
9 2363 166.88999939 -53.3100013733
14 2363 179.649993896 -57.7299804688
15 2363 209.710006714 -66.9299926758
49 2363 -399.679992676 -87.9299926758
8 2364 -23.75 -55.3599891663
12 2364 -48.6099891663 -69.6599731445
8 2365 111.129997253 -55.6300010681
9 2365 115.230003357 -57.1300010681
12 2365 125.760002136 -64.0900268555
14 2365 120.589996338 -61.0999794006
15 2365 131.63999939 -68.1500167847
20 2365 137.169998169 -71.2600097656
8 2366 -188.679992676 -74.4000167847
14 2366 -258 -92.3099975586
18 2366 307.519989014 -101.540000916
19 2366 356.119995117 -98.9199829102
8 2367 208.86000061 -85.140007019
12 2367 307.200012207 -124.269996643
14 2367 265.850006104 -107.61000061
15 2367 363.690002441 -148.279998779
49 2367 -171.220001221 -144.070007324
54 2367 -292.709991455 -129.080001831
61 2367 -236.169998169 -135.509994507
67 2367 -341.190002441 -122.160003662
8 2368 64.0400085449 -98.0599975586
9 2368 66.9299926758 -107.86000061
14 2368 70.9700012207 -121.180000305
8 2369 70.1200027466 -98.4099731445
14 2369 79.3299865723 -121.809997559
8 2370 61.5900001526 -99.7100219727
14 2370 68.1600036621 -123.559997559
8 2371 -294.850006104 -280.75
14 2371 -372.660003662 -346.839996338
8 2372 274.579986572 431.920013428
9 2372 311.149993896 506.640014648
8 2373 -169.899993896 422.049987793
9 2373 -197.509994507 478.769989014
14 2373 -226.960006714 544.309997559
8 2374 -169.899993896 422.049987793
9 2374 -197.509994507 478.769989014
14 2374 -226.960006714 544.309997559
8 2375 340.040008545 393.029998779
9 2375 387.970001221 462.700012207
8 2376 -226.720001221 390.190002441
9 2376 -260.470001221 440.989990234
8 2377 -246.460006714 95.890007019
12 2377 -346.75 134.779998779
14 2377 -309.049987793 121.220001221
21 2377 355.079986572 100.550003052
23 2377 321.769989014 104.940002441
8 2378 -246.619995117 90.1799926758
14 2378 -309.200012207 113.029998779
18 2378 254.059997559 106.290000916
19 2378 286.480010986 103.75
25 2378 153.699996948 117.580001831
8 2379 270.709991455 36.5300292969
14 2379 307.929992676 46.3400306702
72 2379 -340.010009766 43.1400108337
8 2380 251.539993286 33.710018158
9 2380 265.320007324 38.8300209045
14 2380 281.640014648 41.7600097656
15 2380 317.790008545 49.4500083923
17 2380 363.769989014 60.8100013733
20 2380 338.980010986 55.6400108337
35 2380 392.230010986 67.5999832153
49 2380 -292 52.2399902344
52 2380 -250.460006714 55.4500083923
53 2380 -200.740005493 61.0499916077
54 2380 -330.329986572 45.9399986267
55 2380 -173.520004272 64.1900024414
58 2380 -226.399993896 57.6400108337
59 2380 -143.520004272 68.3200073242
61 2380 -311.369995117 49.2700195312
66 2380 -70.9899902344 76.7600097656
67 2380 -348.350006104 44.4699707031
68 2380 -109.720001221 72.0100097656
71 2380 -27.8900108337 80.609992981
72 2380 -366.320007324 42.7299804688
8 2381 -147.88999939 1.30999803543
14 2381 -176.550003052 3.88000488281
15 2381 -211.179992676 6.51000976562
17 2381 -260.309997559 11.8499803543
25 2381 336.350006104 9.65002441406
27 2381 368.660003662 7.38000488281
31 2381 304.429992676 10.9500102997
32 2381 242.160003662 13.0600004196
33 2381 -323.480010986 17.1099891663
35 2381 -289.170013428 15.7700195312
37 2381 273.600006104 13.7199697495
38 2381 -367.230010986 23.2000102997
40 2381 137.460006714 17.7199707031
41 2381 172.089996338 16.1099891663
44 2381 207.339996338 16.2299804688
46 2381 105.080001831 17.2899799347
48 2381 73.140007019 18.5700092316
57 2381 38.8999900818 19.6099891663
65 2381 1.41000401974 22.1400108337
8 2382 -141.75 0.950012207031
9 2382 -155.770004272 2.26001000404
12 2382 -183.279998779 4.33001708984
14 2382 -168.169998169 2.94000196457
20 2382 -219.869995117 7.97997999191
8 2383 -141.75 0.950012207031
12 2383 -183.279998779 4.33001708984
14 2383 -168.169998169 2.94000196457
15 2383 -199.059997559 5.72997999191
17 2383 -243.470001221 10.2399902344
20 2383 -219.869995117 7.97997999191
8 2384 -150.5 -1.91998302937
9 2384 -165.11000061 -0.719970703125
12 2384 -196.789993286 1.19000196457
14 2384 -179.869995117 -0.309997588396
15 2384 -215.279998779 1.94000196457
17 2384 -265.940002441 6.96002197266
20 2384 -238.850006104 4.5
25 2384 330.570007324 4.20001220703
27 2384 362.959991455 2.03997802734
31 2384 298.269989014 5.39001512527
32 2384 235.410003662 7.5
33 2384 -331.350006104 11.7700195312
35 2384 -295.989990234 10.8300199509
37 2384 266.820007324 8.33001708984
38 2384 -377.290008545 17.7000102997
40 2384 130.029998779 12.0700101852
41 2384 164.949996948 10.1699800491
44 2384 200.38999939 10.2399902344
46 2384 97.3700027466 11.8400297165
48 2384 64.6900024414 12.6199998856
57 2384 30.420009613 13.4500102997
8 2385 -142.160003662 -2.73998999596
9 2385 -155.669998169 -1.61999499798
12 2385 -184.270004272 -0.140014603734
14 2385 -169.539993286 -1.36999499798
15 2385 -200.690002441 0.289977997541
17 2385 -247.009994507 4.59002685547
20 2385 -221.869995117 2.41998291016
25 2385 353.510009766 1.94000196457
31 2385 321.690002441 3.47997999191
32 2385 262 4.77002000809
35 2385 -271.5 7.36999511719
37 2385 292.209991455 5.85998487473
38 2385 -338.450012207 12
41 2385 194.550003052 7.41998291016
46 2385 130.809997559 8.53997802734
57 2385 67.5299987793 9.72998046875
65 2385 32.1199989319 12.0300302505
8 2386 -147.63999939 -5.78002882004
14 2386 -175.300003052 -4.66998291016
15 2386 -209.649993896 -3.90997290611
8 2387 -147.63999939 -5.78002882004
14 2387 -175.300003052 -4.66998291016
15 2387 -209.649993896 -3.90997290611
8 2388 -150.38999939 -9.14001464844
9 2388 -165.270004272 -8.51000976562
12 2388 -196.839996338 -8
14 2388 -179.919998169 -8.89001464844
15 2388 -215.100006104 -8.17999267578
17 2388 -266.149993896 -5.54998779297
20 2388 -238.809997559 -6.80999803543
25 2388 330.549987793 -9.07000732422
27 2388 362.570007324 -10.5399799347
31 2388 297.709991455 -7.70001220703
32 2388 234.910003662 -6.71002197266
33 2388 -331.359985352 -4.07000684738
35 2388 -295.929992676 -3.03997802734
37 2388 266.980010986 -5.65997314453
38 2388 -376.119995117 -0.409973114729
40 2388 130.550003052 -3.30999803543
41 2388 164.940002441 -4.60998487473
44 2388 199.949996948 -3.96997094154
46 2388 97.8399963379 -3.83001708984
48 2388 65.4899902344 -3.48998999596
65 2388 -6.26000976562 -1.27002000809
8 2389 233.350006104 -42.4399986267
9 2389 245.050003052 -43.0900306702
12 2389 272.890014648 -47.9899902344
14 2389 258.239990234 -46
15 2389 287.649993896 -50.5300292969
17 2389 322.920013428 -54.5999794006
20 2389 303.760009766 -52.0100097656
33 2389 369.040008545 -61.9399986267
35 2389 343.839996338 -58.1799888611
49 2389 -324.859985352 -52.3100013733
52 2389 -287.779998779 -54.3599891663
53 2389 -243.160003662 -54.7700195312
54 2389 -359.899993896 -52.210018158
55 2389 -219.229995728 -55.2800292969
58 2389 -267.019989014 -54.5
59 2389 -192.490005493 -54.6400108337
61 2389 -342.230010986 -51.5800209045
62 2389 -307.160003662 -53.5499916077
66 2389 -128.63999939 -54.6599693298
67 2389 -376.089996338 -50.7299804688
68 2389 -162.880004883 -55.039981842
71 2389 -92.1299972534 -55.4699707031
8 2390 58.1400108337 -43.0200195312
12 2390 70.9899902344 -58.9699707031
8 2391 139.759994507 -62.7299804688
9 2391 147.130004883 -65.8499832153
12 2391 167.929992676 -76.5599975586
8 2392 -224.789993286 -67.1500167847
14 2392 -288.619995117 -80.0999832153
8 2393 -57.5600013733 -101.410003662
14 2393 -88.7399902344 -129.350006104
8 2394 -57.5600013733 -101.410003662
14 2394 -88.7399902344 -129.350006104
8 2395 -216.36000061 400.399993896
9 2395 -248.990005493 452.609985352
14 2395 -284.380004883 512.320007324
8 2396 289.75 394.730010986
9 2396 324.149993896 456.369995117
8 2397 -204.550003052 358.269989014
9 2397 -234.570007324 403.029998779
8 2398 -218.529998779 343.119995117
9 2398 -250.550003052 386.829986572
8 2399 -96.390007019 217.960006714
12 2399 -125.720001221 265.299987793
8 2400 -99.9700012207 -6.86999511719
14 2400 -115.330001831 -6.46002197266
15 2400 -132.399993896 -5.71002197266
35 2400 -166.990005493 -1.53997802734
8 2401 -106.120002747 -24.3499794006
9 2401 -114.120002747 -24.25
12 2401 -130.080001831 -26.6500205994
15 2401 -138.899993896 -27.2899799347
17 2401 -162.759994507 -28.3799991608
20 2401 -150.130004883 -27.2299804688
33 2401 -188.100006104 -30.8599891663
35 2401 -175.039993286 -27.7100200653
38 2401 -203.809997559 -29.0599994659
47 2401 -221.380004883 -31.5900306702
8 2402 -139.910003662 -27.2700195312
12 2402 -179.270004272 -30.3900108337
14 2402 -165.229995728 -29.7000102997
8 2403 -139.910003662 -27.2700195312
12 2403 -179.270004272 -30.3900108337
8 2404 145.289993286 -60.4500083923
14 2404 164.919998169 -69
15 2404 192.210006714 -81.0800170898
17 2404 231.559997559 -97.0999832153
38 2404 345.649993896 -145.100006104
53 2404 -250.740005493 -138.880004883
58 2404 -307.380004883 -130.970001221
8 2405 209 -95.5900268555
14 2405 266.100006104 -122.430000305
8 2406 -212.630004883 409.820007324
9 2406 -244.61000061 461.720001221
8 2407 -178.949996948 406.540008545
9 2407 -207.550003052 460.25
8 2408 -187.729995728 402.049987793
9 2408 -216.699996948 454.690002441
8 2409 -183.679992676 377.559997559
9 2409 -211.479995728 424.700012207
8 2410 -181.729995728 368.5
9 2410 -208.449996948 415.040008545
14 2410 -238.520004272 468.540008545
8 2411 -95.6700134277 217.839996338
12 2411 -125.720001221 265.299987793
8 2412 170.369995117 167.979995728
9 2412 176.839996338 178.429992676
12 2412 193.279998779 199.399993896
14 2412 184.919998169 188.179992676
15 2412 201.5 210.38999939
17 2412 218.300003052 239.910003662
20 2412 209.600006104 224.960006714
8 2413 108.330001831 -48.2000083923
12 2413 121.879997253 -54.7199707031
14 2413 116.930000305 -52.2800292969
15 2413 127.410003662 -57.9799804688
20 2413 132.660003662 -60.0900306702
33 2413 155.080001831 -73.4299926758
38 2413 164.970001221 -80.1299972534
8 2414 164.910003662 -75.609992981
12 2414 215.300003052 -99.950012207
14 2414 195.289993286 -90.4400024414
8 2415 147 -82.4799804688
9 2415 157.86000061 -88.2600097656
12 2415 183.839996338 -104.849998474
14 2415 169.669998169 -95.8300170898
8 2416 -107.86000061 204.100006104
9 2416 -118.269996643 218.13999939
12 2416 -138.119995117 248.339996338
14 2416 -127.339996338 232.020004272
15 2416 -148.529998779 264.559997559
17 2416 -176.75 309.730010986
20 2416 -162.509994507 286.570007324
8 2417 -93.7699890137 200.369995117
9 2417 -102.760002136 212.309997559
12 2417 -121.13999939 241.539993286
14 2417 -111.510002136 225.199996948
15 2417 -130.830001831 255.619995117
8 2418 -73.2399902344 -10.8300199509
9 2418 -80.4200134277 -9.83001708984
12 2418 -95.640007019 -9.82000732422
14 2418 -87.700012207 -10.3400297165
8 2419 159.779998779 -61.9099693298
9 2419 171.729995728 -65.5200195312
14 2419 187.759994507 -72.9000167847
15 2419 228.369995117 -89.5
17 2419 297.470001221 -115.720001221
20 2419 257.649993896 -99.9400024414
49 2419 -351.799987793 -115.339996338
52 2419 -244.529998779 -130.100006104
58 2419 -174.669998169 -137.940002441
61 2419 -396.339996338 -109.930000305
8 2420 -73.140007019 209.800003052
9 2420 -81.8099975586 224.080001831
12 2420 -97.450012207 254.699996948
14 2420 -89.3099975586 238.100006104
15 2420 -105.519996643 271.609985352
17 2420 -126.480003357 316.369995117
20 2420 -115.720001221 293.190002441
33 2420 -152.100006104 368.209991455
35 2420 -137.220001221 342.010009766
38 2420 -170.970001221 406.859985352
47 2420 -193.630004883 447.170013428
8 2421 144.960006714 153.479995728
9 2421 148.88999939 163.100006104
12 2421 161.479995728 182
14 2421 155.289993286 172
15 2421 167.720001221 191.979995728
17 2421 179.86000061 218.240005493
20 2421 173.779998779 205.25
33 2421 195.25 246.869995117
35 2421 187.559997559 232.470001221
38 2421 206.699996948 266.899993896
8 2422 -168.220001221 411.730010986
9 2422 -194.86000061 465.660003662
14 2422 -223.36000061 527.190002441
8 2423 -140.520004272 403.690002441
9 2423 -163.160003662 455.570007324
14 2423 -186.740005493 514.349975586
8 2424 -176.789993286 34.4099693298
12 2424 -267.369995117 52.9799804688
14 2424 -231.850006104 45.7299804688
15 2424 -309.950012207 59.5200195312
18 2424 340.209991455 53.1599693298
24 2424 298.070007324 53.9299888611
8 2425 174.529998779 -4.22997999191
9 2425 180.529998779 -2.78002905846
12 2425 195.190002441 -2.9299929142
14 2425 188.080001831 -3.23998999596
8 2426 165.300003052 -83.6599731445
9 2426 178.229995728 -89.8300170898
12 2426 213.75 -110.760002136
14 2426 194.970001221 -100.269996643
15 2426 235.789993286 -124.260002136
20 2426 267.380004883 -142.240005493
8 2427 -257.140014648 90.2399902344
12 2427 -362.170013428 127.440002441
8 2428 -230.729995728 -71.2899780273
14 2428 -296.299987793 -84.9799804688
18 2428 266.429992676 -86.7100219727
19 2428 303.559997559 -84.9899902344
23 2428 341.600006104 -83.6799926758
8 2429 -116.260002136 1.78997802734
9 2429 -125.910003662 3.01001000404
12 2429 -146.259994507 4.78002882004
14 2429 -135.550003052 3.29998803139
15 2429 -157.88999939 5.13000488281
17 2429 -187.490005493 8.90997314453
20 2429 -172.600006104 7.03002882004
33 2429 -226.160003662 13.9899902344
35 2429 -204.550003052 11.4199800491
38 2429 -246.009994507 18.3499794006
8 2430 143.5 -70.450012207
9 2430 153.869995117 -75.0100097656
14 2430 167.929992676 -82.5200195312
8 2431 -22.8900108337 -69.1200027466
9 2431 -32.0499916077 -75.9600219727
14 2431 -42.1799888611 -85.4099731445
8 2432 198.830001831 -27.5100097656
9 2432 206.710006714 -27.4000205994
12 2432 227.970001221 -32.8100013733
14 2432 216.350006104 -29.7999897003
15 2432 242.11000061 -36.9899902344
8 2433 282.369995117 45.9799804688
9 2433 296.899993896 52.039981842
12 2433 340.029998779 61.9099693298
14 2433 317.140014648 56.3599891663
9 2434 326.950012207 467.130004883
14 2434 372.579986572 542.650024414
9 2435 -175.199996948 461.089996338
14 2435 -200.039993286 519.469970703
9 2436 -168.710006714 456.399993896
14 2436 -192.820007324 514.299987793
9 2437 314.510009766 454.019989014
14 2437 357.209991455 526.409973145
9 2438 335.989990234 453.029998779
14 2438 382.230010986 527.090026855
9 2439 -254.320007324 451.420013428
14 2439 -291.109985352 512.33001709
9 2440 -254.320007324 451.420013428
14 2440 -291.109985352 512.33001709
9 2441 -249.199996948 442.890014648
12 2441 -330.850006104 576.630004883
9 2442 -139.380004883 389.040008545
14 2442 -157.919998169 434.049987793
9 2443 -225.839996338 352.140014648
14 2443 -257.239990234 397.260009766
9 2444 -61.0600013733 201.320007324
12 2444 -73.859992981 227.800003052
20 2444 -88.8799972534 259.5
9 2445 -258.239990234 106.970001221
14 2445 -288.910003662 118.849998474
15 2445 -367.850006104 151.559997559
18 2445 274.350006104 117.430000305
19 2445 306.989990234 113.510002136
21 2445 376.720001221 105.449996948
23 2445 342.890014648 110.019996643
24 2445 240.88999939 121.720001221
9 2446 -255.759994507 104.38999939
12 2446 -321.119995117 131.279998779
18 2446 277.670013428 115.529998779
19 2446 310.730010986 112.029998779
21 2446 378.850006104 103.440002441
25 2446 172.059997559 128
27 2446 209.350006104 123.230003357
31 2446 133.419998169 132.589996338
9 2447 -246.300003052 104.569999695
12 2447 -309.420013428 131.460006714
9 2448 -246.300003052 104.569999695
12 2448 -309.420013428 131.460006714
14 2448 -273.619995117 116.669998169
15 2448 -348.640014648 148.199996948
24 2448 256.570007324 124.029998779
9 2449 -243.850006104 104.720001221
14 2449 -273.619995117 116.669998169
15 2449 -348.640014648 148.199996948
9 2450 -260.989990234 101.980003357
12 2450 -328.540008545 128.300003052
14 2450 -292.079986572 113.760002136
15 2450 -372.170013428 144.679992676
9 2451 -261.190002441 96.3500137329
12 2451 -328.779998779 121.220001221
14 2451 -292.170013428 107.239997864
15 2451 -372.350006104 136.729995728
19 2451 303.549987793 101.419998169
21 2451 372.640014648 93.7600097656
23 2451 338.579986572 98.1900024414
24 2451 237.279998779 108.699996948
27 2451 203.660003662 111.5
9 2452 -250.320007324 95.5400085449
14 2452 -280.25 106.230003357
15 2452 -357.630004883 135.710006714
18 2452 283.190002441 107.419998169
19 2452 316.679992676 103.540000916
23 2452 352.350006104 100.589996338
9 2453 -245.279998779 92.359992981
12 2453 -309 116.480003357
14 2453 -274.660003662 102.819999695
15 2453 -349.920013428 131.449996948
19 2453 323.269989014 101.599998474
23 2453 358.980010986 98.1299972534
24 2453 254.699996948 108.980003357
25 2453 180.910003662 116.540000916
27 2453 219.559997559 111.919998169
9 2454 -262.329986572 86.950012207
12 2454 -330.019989014 109.790000916
14 2454 -293.190002441 97.1200027466
18 2454 269.220001221 93.9800109863
19 2454 302.950012207 91.0599975586
21 2454 371.339996338 84.109992981
23 2454 337.130004883 88.0199890137
24 2454 236.369995117 97.6200027466
9 2455 -247.919998169 73.200012207
12 2455 -311.649993896 92.9800109863
14 2455 -277.239990234 82.140007019
15 2455 -352.660003662 105.069999695
27 2455 218.330001831 88.6900024414
9 2456 -247.919998169 73.200012207
12 2456 -311.649993896 92.9800109863
14 2456 -277.239990234 82.140007019
15 2456 -352.660003662 105.069999695
9 2457 -256.549987793 64.4099731445
12 2457 -322.170013428 81.8799972534
14 2457 -286.459991455 71.9899902344
15 2457 -363.959991455 92.5299987793
18 2457 276.070007324 70.3700027466
19 2457 308.839996338 68.140007019
21 2457 377.339996338 61.789981842
23 2457 343.390014648 65.4199829102
24 2457 242.949996948 73.5300292969
25 2457 172.309997559 79.3099975586
27 2457 209.460006714 75.6699829102
9 2458 326.410003662 61.4399986267
12 2458 382.559997559 75.4299926758
59 2458 -22.6000099182 94.5100097656
61 2458 -232.88999939 66.9099731445
66 2458 68.5700073242 106.760002136
69 2458 177.699996948 118.510002136
9 2459 263.920013428 59.1699790955
12 2459 293.959991455 67.9899902344
9 2460 327.910003662 52.2299804688
12 2460 383.760009766 64.8099975586
9 2461 311.010009766 48.0300292969
14 2461 334.890014648 52.7399902344
9 2462 239.699996948 39.9299888611
12 2462 266.140014648 46.1899986267
15 2462 280.320007324 49.5499916077
20 2462 296.190002441 55.25
35 2462 334.640014648 65.859992981
53 2462 -252.289993286 67.359992981
9 2463 -257.730010986 27.1400108337
12 2463 -329.929992676 36.8400306702
14 2463 -290.839996338 31.1900005341
21 2463 380.880004883 22.3400306702
31 2463 118.559997559 37.789981842
9 2464 -293.820007324 26.2100200653
12 2464 -387.540008545 35.6500205994
14 2464 -335.869995117 29.4899902344
18 2464 231.440002441 22.7600097656
23 2464 308.070007324 19.7299804688
25 2464 112.099998474 29.7100200653
27 2464 154.880004883 27.6099891663
32 2464 -19.7999897003 36.9199790955
37 2464 24.6599998474 35.5800209045
41 2464 -121.25 42.0900306702
44 2464 -69.8500137329 40.8200111389
48 2464 -273.119995117 46.5600013733
57 2464 -323.739990234 48.1799888611
65 2464 -378.459991455 50.5800209045
9 2465 -293.820007324 26.2100200653
14 2465 -335.869995117 29.4899902344
19 2465 269.019989014 24.4899902344
24 2465 193.089996338 26.6400108337
27 2465 154.880004883 27.6099891663
44 2465 -69.8500137329 40.8200111389
9 2466 -307.670013428 25.9600200653
14 2466 -353.690002441 31.1599693298
24 2466 178.300003052 26.4500102997
25 2466 95.3099975586 30.2600097656
27 2466 139 27.5800209045
31 2466 50.6599998474 32.5999794006
32 2466 -39.9099998474 37.7399902344
37 2466 6.05999803543 36.4699707031
40 2466 -198.029998779 45.4399986267
41 2466 -144.080001831 42.6099891663
44 2466 -90.9299926758 41.4000205994
9 2467 234.130004883 23.0200195312
12 2467 258.529998779 27.0499897003
14 2467 246.220001221 24.6200008392
15 2467 271.700012207 29.2000102997
17 2467 302.570007324 37.1699790955
20 2467 286.160003662 33.1699790955
33 2467 341.399993896 44.2800292969
35 2467 320.670013428 40.289981842
38 2467 367.329986572 51.2299804688
49 2467 -344.859985352 35.8400306702
52 2467 -309.600006104 38.289981842
53 2467 -267.119995117 43.8300209045
54 2467 -377.739990234 30.9500102997
55 2467 -243.550003052 46.3900108337
58 2467 -289.329986572 41.5700111389
59 2467 -217.190002441 49.5100097656
61 2467 -361.820007324 33.539981842
62 2467 -327.690002441 37.1699790955
66 2467 -153.479995728 55.4099693298
67 2467 -393.450012207 30.0999794006
68 2467 -187.539993286 52.5999794006
69 2467 -82.1000137329 60.3599891663
71 2467 -115.830001831 58.5900306702
72 2467 -408.899993896 28.2999897003
9 2468 -271.190002441 20.5399799347
12 2468 -351.160003662 29.6099891663
14 2468 -307.070007324 23.8400306702
18 2468 256.279998779 20.2399902344
19 2468 292.5 19.3900108337
21 2468 367.190002441 14.9500102997
23 2468 330.019989014 17.7299804688
24 2468 219.440002441 22.7800292969
27 2468 182.490005493 23.6299991608
32 2468 14.4599895477 32.9299888611
37 2468 57.25 32.1899986267
40 2468 -131.850006104 40.1300010681
44 2468 -33.1099891663 36.4500083923
46 2468 -179.100006104 40.6300010681
48 2468 -226.770004272 42.3800010681
57 2468 -275.839996338 43.7199707031
65 2468 -328.809997559 46.2399902344
9 2469 302.529998779 20.0900306702
14 2469 325.279998779 22.3400306702
9 2470 -167.710006714 8.63000488281
12 2470 -199.770004272 12.0600004196
14 2470 -182.729995728 9.94000244141
17 2470 -270.589996338 20.1400108337
20 2470 -242.839996338 16.5800209045
25 2470 325.459991455 17.1799907684
27 2470 357.859985352 15.1199998856
31 2470 293.339996338 20.5300292969
33 2470 -337.869995117 27.6200008392
35 2470 -301.420013428 25.0300292969
37 2470 261.640014648 22.4799804688
38 2470 -385.399993896 34.6099891663
41 2470 158.910003662 25.5
44 2470 194.679992676 25.3499794006
9 2471 -315.929992676 3.84997606277
14 2471 -364.839996338 5.80999803543
19 2471 248.380004883 0.979980528355
21 2471 327.239990234 -2.40002393723
23 2471 289.049987793 -0.219970703125
9 2472 -271.25 -48.8599891663
12 2472 -347.040008545 -57.9199790955
14 2472 -305.820007324 -53.5
9 2473 -104.010002136 -50.2600097656
14 2473 -120.010002136 -55.1400108337
9 2474 -271.220001221 -54.210018158
14 2474 -305.940002441 -59.4299888611
9 2475 185.75 -61.4500083923
12 2475 225.429992676 -74.6500167847
14 2475 204.300003052 -68.0599975586
15 2475 251.949996948 -83.7399902344
20 2475 286.220001221 -93.7100219727
49 2475 -315.269989014 -100.86000061
52 2475 -207.770004272 -112.099998474
53 2475 -55.170009613 -126.029998779
55 2475 40.6799888611 -135.240005493
58 2475 -138.410003662 -118.129997253
62 2475 -265.230010986 -106.430000305
68 2475 299.959991455 -156.919998169
9 2476 185.75 -61.4500083923
12 2476 225.429992676 -74.6500167847
14 2476 204.300003052 -68.0599975586
49 2476 -315.269989014 -100.86000061
9 2477 181.970001221 -62.960018158
12 2477 220.979995728 -76.9400024414
62 2477 -273.630004883 -111.099998474
9 2478 135.470001221 -67.6299972534
12 2478 150.539993286 -76.0300292969
14 2478 142.809997559 -72.3099975586
15 2478 158.479995728 -81.2100219727
20 2478 167.660003662 -85.4699707031
9 2479 177.380004883 -68.3099975586
12 2479 214.589996338 -83.2100219727
14 2479 194.880004883 -75.9000167847
17 2479 315.079986572 -121.930000305
20 2479 270.899993896 -104.760002136
